article_id,new_general_yi,new_special_yi,refinance_yi
50299,11.26,12.7,0.0
50298,0.0,30.0,0.0
50297,42.0,0.0,0.0
49994,0.0,0.0,0.0
49993,45.0,207.08,20.56
49992,0.0,322.28,0.0
49991,145.78,151.64,161.58
49990,22.0,0.0,92.35
49989,0.0,0.0,0.0
51033,0.0,0.0,0.0
55841,0.0,0.0,0.0
56456,0.0,0.0,0.0
57032,0.0,0.0,46.0
57031,74.0,64.0,0.0
57030,11.0,0.0,55.0
57029,0.0,0.0,54.0
53377,0.0,46.9,0.0
53376,0.0,31.8,0.0
53375,142.0,616.0,43.1
53374,0.0,0.0,379.7
53373,104.0,96.3,0.0
53372,45.0,250.0,0.0
52067,0.0,0.0,6.02
51680,,,86.75
50700,0.0,0.0,216.59
50658,62.0,26.0,0.0
50642,0.0,0.0,130.61
50628,0.0,0.0,150.0
50466,0.0,0.0,0.0
49455,0.0,5.3,240.23
49388,0.0,0.0,0.0
49383,0.0,0.0,14.9
49382,17.52,41.5,0.0
49381,18.48,113.5,51.19
49365,0.0,0.0,0.0
49364,0.0,0.0,0.0
49341,0.0,0.0,40.14
49331,31.0,48.0,0.0
49318,0.0,0.0,18.89
49988,113.0,468.0,208.26
49987,0.0,0.0,0.0
49985,251.0,325.0,69.1
49983,0.0,0.0,0.0
49982,0.0,217.0,0.0
49618,0.0,0.0,0.0
49617,0.0,80.0,79.77
49612,0.0,0.0,88.11
49535,,,
49501,0.0,0.0,19.0
49302,0.0,0.0,0.0
49525,0.0,0.0,0.0
49294,,,
49288,0.0,0.0,210.29
49287,135.82,684.0,0.0
49262,0.0,0.0,81.21
49239,0.0,87.0,28.43
49238,58.28,0.0,37.3
49237,0.0,0.0,0.0
49236,0.0,0.0,0.0
49235,0.0,110.0,63.49
49234,0.0,0.0,0.0
49233,89.0,0.0,0.0
49232,6.0,68.0,0.0
49231,0.0,0.0,0.0
49219,0.0,0.0,81.4
50641,0.0,0.0,138.48
49162,0.0,316.22,70.26
49156,0.0,87.0,28.43
49139,74.64,213.0,0.0
49136,0.0,0.0,194.2
49099,0.0,864.0,0.0
49095,0.0,0.0,0.0
49492,0.0,72.92,166.77
49037,,,
49524,0.0,0.0,43.94
49021,,,
49016,14.0,7.0,0.0
50640,5.2,0.0,289.52
48989,79.56,25.0,15.94
48631,,,
49202,0.0,130.99,0.0
48623,,,
48621,0.0,0.0,103.5016
48509,0.0,164.5,191.71
48508,0.0,0.0,78.35
48507,216.0,101.5,0.0
48506,0.0,0.0,0.0
48505,52.0,65.0,0.0
48504,0.0,0.0,0.0
48948,198.8,313.78,143.15
48947,0.0,0.0,218.71
48946,69.72,0.0,0.0
48924,0.0,0.0,218.71
48923,69.72,0.0,0.0
48669,58.28,0.0,37.3
48686,11.0,0.0,55.58
48684,0.0,180.0,134.01
48685,0.0,0.0,54.5
49523,48.49,3.0,8.65
50639,0.0,0.0,270.63
48480,139.0,0.0,569.49
48450,129.88,484.0,38.15
48432,27.45,269.49,111.81
48390,0.0,0.0,157.18
48389,34.0,0.0,88.38
48388,0.0,0.0,0.0
48387,93.55,42.2,0.0
48386,0.0,61.31,0.0
48385,60.0,40.0,0.0
48356,11.26,12.7,0.0
48332,129.88,484.0,38.15
48317,0.0,0.0,7.11
48314,0.0,0.0,8.4
48313,38.6,110.0,3.17
48241,0.0,712.0,323.1
48194,0.0,300.0,131.5
48180,,,
48174,,,
48970,108.81,18.09,106.48
48133,0.0,0.0,0.0
48131,0.0,992.0,0.0
48130,0.0,0.0,553.25
48129,0.0,0.0,0.0
48128,224.0,0.0,0.0
48127,0.0,357.0,0.0
48121,0.0,0.0,0.0
48120,0.0,0.0,0.0
50638,205.21,428.0,0.0
48017,0.0,30.0,0.0
47999,0.0,0.0,99.91
47945,0.0,0.0,57.2
47902,0.0,0.0,332.46
47871,11.0,100.0,0.0
47857,0.0,0.0,251.46
47832,0.0,110.0,63.49
47824,0.0,110.0,63.49
48003,0.0,0.0,0.0
48493,0.0,0.0,28.11
47809,,,
50637,0.0,0.0,150.14
47691,0.0,227.0,43.9
49326,0.0,0.0,99.18
47561,0.0,17.0,0.0
47555,,,
48002,0.0,0.0,52.57
47966,0.0,46.05,48.23
47520,0.0,249.0,166.15
50636,0.0,0.0,99.18
47462,80.0,0.0,73.7
47442,,,
47728,0.0,10.0,0.0
47385,,,
47753,0.0,190.73,66.94
50635,0.0,401.0,0.0
47287,52.9,0.0,0.0
47277,42.0,0.0,0.0
47275,0.0,97.78,0.0
47225,0.0,0.0,111.52
47201,17.0,0.0,0.0
47157,0.0,50.0,0.0
47143,,,
47256,,,
47478,32.03,15.0,0.0
47752,0.0,129.68,0.0
47125,100.0,34.0,0.0
47119,0.0,136.0,0.0
47112,0.0,0.0,0.0
50634,0.0,0.0,181.77
47085,0.0,507.38,0.0
47056,17.4,80.0,0.0
46982,0.0,0.0,0.0
47027,,,
46897,,,
47145,,,
47250,187.0,0.0,72.58
46856,,,
50633,0.0,31.05,76.0
46957,,,
46772,141.0,450.0,0.0
46760,11.0,105.41,0.0
46758,17.4,80.0,0.0
46756,0.0,0.0,0.0
46733,0.0,80.0,0.0
46730,,,
46726,,,
49521,0.0,0.0,0.0
46799,,,
46654,11.0,105.41,
50632,0.0,49.05,0.0
46473,0.0,519.0,0.0
46862,,,
49520,0.0,0.0,0.0
48534,,,
47249,0.0,10.55,0.0
46793,80.1,123.22,0.0
50631,0.0,69.9,0.0
50214,16.66,190.0,0.0
50213,11.08,15.3,0.0
50101,28.0,12.0,0.0
49980,0.0,0.0,0.0
49979,0.0,0.0,0.0
49978,0.0,0.0,0.0
49977,150.0,408.09,29.65
49976,0.0,156.78,0.0
49975,0.0,49.16,177.7
49974,129.64,263.87,44.1
49973,0.0,0.0,144.6
49972,262.0,0.0,0.0
49971,0.0,263.1,88.6
49970,0.0,0.0,0.0
49969,0.0,30.0,23.15
49230,0.0,0.0,0.0
49229,0.0,0.0,0.0
48132,0.0,0.0,0.0
48125,0.0,0.0,0.0
48122,0.0,0.0,0.0
48117,16.66,190.0,0.0
48116,11.08,15.3,0.0
48115,28.0,12.0,0.0
46496,0.0,0.0,0.0
46152,255.0,191.0,2.0
49526,0.0,0.0,0.0
46098,0.0,0.0,0.0
45882,,,
45881,,,
45880,,,
45879,,,
48541,,,
44949,,,
41059,,,
40062,,,
42964,,,
39131,,,
39135,,,
39136,,,
48540,,,
42987,,,
42981,,,
42040,,,
39074,,,
42978,,,
48539,,,
41018,,,
40993,,,
48538,,,
48537,,,
48536,,,
48535,,,
68365,0.0,50.0,145.0
65315,0.0,260.0,77.98
60335,0.0,500.0,35.0
60109,71.0,0.0,0.0
61312,0.0,0.0,0.0
60778,0.0,0.0,0.0
59101,0.0,0.0,0.0
59036,0.0,0.0,116.91
59033,0.0,0.0,522.01
65590,0.0,319.34,218.82
59887,80.57,0.0,0.0
59192,0.0,0.0,882.38
57648,15.86,29.99,180.25
56017,70.6,411.5,0.0
49522,0.0,0.0,0.0
