issuer,set_year,bond_name,bond_code,issue_date,bond_type,bond_type_en,tenor_label,coupon_pct,amount_yi,new_amount_yi,refinance_amount_yi,swap_amount_yi
海南省,2016,2016年海南省政府置换专项债券（一期）,1606150,2016-05-11,专项债券,special,3年,2.96,21.88,0.0,0.0,21.88
海南省,2016,2016年海南省政府置换专项债券（二期）,1606151,2016-05-11,专项债券,special,7年,3.36,28.0,0.0,0.0,28.0
海南省,2016,2016年海南省政府置换一般债券（二期）,1606148,2016-05-11,一般债券,general,5年,3.12,20.0,0.0,0.0,20.0
海南省,2016,2016年海南省政府置换一般债券（一期）,1606147,2016-05-11,一般债券,general,3年,2.96,14.0,0.0,0.0,14.0
湖南省,2016,2016年湖南省政府一般债券（三期）,1605165,2016-05-06,一般债券,general,3年,2.77,39.33,0.0,0.0,39.33
湖南省,2016,2016年湖南省政府一般债券（四期）,1605166,2016-05-06,一般债券,general,5年,2.91,481.67,428.6,0.0,53.07
广东省,2016,2016年广东省政府定向承销发行的置换一般债券（二期）,1606120,2016-04-29,一般债券,general,5年,3.16,57.6,0.0,0.0,57.6
广东省,2016,2016年广东省政府定向承销发行的置换专项债券（三期）,1606125,2016-04-29,专项债券,special,10年,3.35,108.3,0.0,0.0,108.3
广东省,2016,2016年广东省政府定向承销发行的置换专项债券（二期）,1606124,2016-04-29,专项债券,special,7年,3.45,72.2,0.0,0.0,72.2
广东省,2016,2016年广东省政府定向承销发行的置换专项债券（一期）,1606123,2016-04-29,专项债券,special,5年,3.16,180.5,0.0,0.0,180.5
广东省,2016,2016年广东省政府定向承销发行的置换一般债券（四期）,1606122,2016-04-29,一般债券,general,10年,3.35,57.6,0.0,0.0,57.6
广东省,2016,2016年广东省政府定向承销发行的置换一般债券（三期）,1606121,2016-04-29,一般债券,general,7年,3.45,57.6,0.0,0.0,57.6
内蒙古自治区,2016,2016年内蒙古自治区政府定向承销发行的专项债券（二期）,1606118,2016-04-29,专项债券,special,10年,3.38,40.15,0.0,0.0,40.15
广东省,2016,2016年广东省政府定向承销发行的置换一般债券（一期）,1606119,2016-04-29,一般债券,general,3年,2.93,19.2,0.0,0.0,19.2
内蒙古自治区,2016,2016年内蒙古自治区政府定向承销发行的专项债券（一期）,1606117,2016-04-29,专项债券,special,5年,3.19,40.15,0.0,0.0,40.15
内蒙古自治区,2016,2016年内蒙古自治区政府定向承销发行的一般债券（四期）,1606116,2016-04-29,一般债券,general,10年,3.38,51.18,0.0,0.0,51.18
内蒙古自治区,2016,2016年内蒙古自治区政府定向承销发行的一般债券（三期）,1606115,2016-04-29,一般债券,general,7年,3.48,53.38,0.0,0.0,53.38
内蒙古自治区,2016,2016年内蒙古自治区政府定向承销发行的一般债券（二期）,1606114,2016-04-29,一般债券,general,5年,3.19,53.38,0.0,0.0,53.38
内蒙古自治区,2016,2016年内蒙古自治区政府定向承销发行的一般债券（一期）,1606113,2016-04-29,一般债券,general,3年,2.96,21.51,0.0,0.0,21.51
陕西省,2016,2016年陕西省政府专项债券（一期）,1605161,2016-04-28,专项债券,special,3年,2.73,65.9,0.0,0.0,65.9
陕西省,2016,2016年陕西省政府专项债券（四期）,1605164,2016-04-28,专项债券,special,10年,3.21,22.26,0.0,0.0,22.26
陕西省,2016,2016年陕西省政府专项债券（三期）,1605163,2016-04-28,专项债券,special,7年,3.23,65.9,0.0,0.0,65.9
陕西省,2016,2016年陕西省政府专项债券（二期）,1605162,2016-04-28,专项债券,special,5年,2.95,65.9,0.0,0.0,65.9
陕西省,2016,2016年陕西省政府一般债券（三期）,1605159,2016-04-28,一般债券,general,7年,3.23,92.9,0.0,0.0,92.9
陕西省,2016,2016年陕西省政府一般债券（四期）,1605160,2016-04-28,一般债券,general,10年,3.2,31.54,0.0,0.0,31.54
陕西省,2016,2016年陕西省政府一般债券（二期）,1605158,2016-04-28,一般债券,general,5年,2.94,92.9,0.0,0.0,92.9
陕西省,2016,2016年陕西省政府一般债券（一期）,1605157,2016-04-28,一般债券,general,3年,2.71,92.9,0.0,0.0,92.9
贵州省,2016,2016年贵州省政府定向承销发行的置换一般债券（四期）,1606129,2016-04-27,一般债券,general,10年,3.37,35.83,0.0,0.0,35.83
贵州省,2016,2016年贵州省政府定向承销发行的置换专项债券（三期）,1606132,2016-04-27,专项债券,special,10年,3.37,42.1,0.0,0.0,42.1
贵州省,2016,2016年贵州省政府定向承销发行的置换专项债券（二期）,1606131,2016-04-27,专项债券,special,7年,3.43,63.16,0.0,0.0,63.16
贵州省,2016,2016年贵州省政府定向承销发行的置换专项债券（一期）,1606130,2016-04-27,专项债券,special,5年,3.15,105.26,0.0,0.0,105.26
贵州省,2016,2016年贵州省政府定向承销发行的置换一般债券（二期）,1606127,2016-04-27,一般债券,general,5年,3.15,53.75,0.0,0.0,53.75
贵州省,2016,2016年贵州省政府定向承销发行的置换一般债券（三期）,1606128,2016-04-27,一般债券,general,7年,3.43,53.75,0.0,0.0,53.75
贵州省,2016,2016年贵州省政府定向承销发行的置换一般债券（一期）,1606126,2016-04-27,一般债券,general,3年,2.89,35.83,0.0,0.0,35.83
江苏省,2016,2016年江苏省政府定向承销发行的置换专项债券（三期）,1606111,2016-04-26,专项债券,special,7年,3.39,66.4,0.0,0.0,66.4
江苏省,2016,2016年江苏省政府定向承销发行的置换一般债券（一期）,1606105,2016-04-26,一般债券,general,3年,2.86,37.12,0.0,0.0,37.12
江苏省,2016,2016年江苏省政府定向承销发行的置换一般债券（二期）,1606106,2016-04-26,一般债券,general,5年,3.12,55.69,0.0,0.0,55.69
江苏省,2016,2016年江苏省政府定向承销发行的置换一般债券（三期）,1606107,2016-04-26,一般债券,general,7年,3.39,55.69,0.0,0.0,55.69
江苏省,2016,2016年江苏省政府定向承销发行的置换一般债券（四期）,1606108,2016-04-26,一般债券,general,10年,3.36,37.12,0.0,0.0,37.12
江苏省,2016,2016年江苏省政府定向承销发行的置换专项债券（一期）,1606109,2016-04-26,专项债券,special,3年,2.86,44.27,0.0,0.0,44.27
江苏省,2016,2016年江苏省政府定向承销发行的置换专项债券（二期）,1606110,2016-04-26,专项债券,special,5年,3.12,66.4,0.0,0.0,66.4
江苏省,2016,2016年江苏省政府定向承销发行的置换专项债券（四期）,1606112,2016-04-26,专项债券,special,10年,3.36,44.27,0.0,0.0,44.27
山东省,2016,2016年山东省政府一般债券（五期）,1605153,2016-04-26,一般债券,general,3年,2.66,138.08,52.68,0.0,85.4
山东省,2016,2016年山东省政府一般债券（六期）,1605154,2016-04-26,一般债券,general,5年,2.94,207.12,79.02,0.0,128.1
山东省,2016,2016年山东省政府一般债券（七期）,1605155,2016-04-26,一般债券,general,7年,3.18,207.12,79.02,0.0,128.1
山东省,2016,2016年山东省政府一般债券（八期）,1605156,2016-04-26,一般债券,general,10年,3.15,138.08,52.68,0.0,85.4
辽宁省,2016,2016年辽宁省政府定向承销专项债券（三期）,1606087,2016-04-20,专项债券,special,7年,3.29,73.7,0.0,0.0,73.7
辽宁省,2016,2016年辽宁省政府定向承销专项债券（一期）,1606085,2016-04-20,专项债券,special,3年,2.83,96.48,0.0,0.0,96.48
辽宁省,2016,2016年辽宁省政府定向承销专项债券（四期）,1606088,2016-04-20,专项债券,special,10年,3.38,51.29,0.0,0.0,51.29
辽宁省,2016,2016年辽宁省政府定向承销专项债券（二期）,1606086,2016-04-20,专项债券,special,5年,3.05,74.87,0.0,0.0,74.87
辽宁省,2016,2016年辽宁省政府定向承销一般债券（四期）,1606084,2016-04-20,一般债券,general,10年,3.38,52.19,0.0,0.0,52.19
辽宁省,2016,2016年辽宁省政府定向承销一般债券（一期）,1606081,2016-04-20,一般债券,general,3年,2.83,52.58,0.0,0.0,52.58
辽宁省,2016,2016年辽宁省政府定向承销一般债券（二期）,1606082,2016-04-20,一般债券,general,5年,3.05,76.73,0.0,0.0,76.73
辽宁省,2016,2016年辽宁省政府定向承销一般债券（三期）,1606083,2016-04-20,一般债券,general,7年,3.29,76.51,0.0,0.0,76.51
山西省,2016,2016年山西省政府一般债券（一期）,1605132,2016-04-19,一般债券,general,3年,2.43,27.0,0.0,0.0,27.0
山西省,2016,2016年山西省政府一般债券（二期）,1605133,2016-04-19,一般债券,general,5年,2.65,81.0,0.0,0.0,81.0
山西省,2016,2016年山西省政府一般债券（三期）,1605134,2016-04-19,一般债券,general,7年,2.98,81.0,0.0,0.0,81.0
山西省,2016,2016年山西省政府一般债券（四期）,1605135,2016-04-19,一般债券,general,10年,3.12,81.0,0.0,0.0,81.0
甘肃省,2016,2016年甘肃省政府定向承销发行的置换专项债券（一期）,1606104,2016-04-19,专项债券,special,7年,3.26,107.26,0.0,0.0,107.26
甘肃省,2016,2016年甘肃省政府定向承销发行的置换一般债券（一期）,1606103,2016-04-19,一般债券,general,7年,3.26,19.25,0.0,0.0,19.25
浙江省,2016,2016年浙江省政府定向发行置换专项债券(一期),1606099,2016-04-18,专项债券,special,3年,2.79,159.34,0.0,0.0,159.34
浙江省,2016,2016年浙江省政府定向发行置换专项债券(三期),1606101,2016-04-18,专项债券,special,7年,3.25,159.34,0.0,0.0,159.34
浙江省,2016,2016年浙江省政府定向发行置换专项债券(二期),1606100,2016-04-18,专项债券,special,5年,2.98,239.01,0.0,0.0,239.01
浙江省,2016,2016年浙江省政府定向发行置换专项债券(四期),1606102,2016-04-18,专项债券,special,10年,3.36,239.01,0.0,0.0,239.01
浙江省,2016,2016年浙江省政府定向发行置换一般债券(四期),1606098,2016-04-18,一般债券,general,10年,3.36,210.99,0.0,0.0,210.99
浙江省,2016,2016年浙江省政府定向发行置换一般债券(二期),1606096,2016-04-18,一般债券,general,5年,2.98,210.99,0.0,0.0,210.99
浙江省,2016,2016年浙江省政府定向发行置换一般债券(一期),1606095,2016-04-18,一般债券,general,3年,2.79,70.33,0.0,0.0,70.33
浙江省,2016,2016年浙江省政府定向发行置换一般债券(三期),1606097,2016-04-18,一般债券,general,7年,3.25,210.99,0.0,0.0,210.99
湖北省,2016,2016年湖北省政府专项债券（二期）,1605102,2016-04-15,专项债券,special,7年,3.07,125.0,0.0,0.0,125.0
甘肃省,2016,2016年甘肃省政府专项债券（二期）,1605152,2016-04-15,专项债券,special,7年,3.02,13.0,13.0,0.0,0.0
甘肃省,2016,2016年甘肃省政府专项债券（一期）,1605151,2016-04-15,专项债券,special,5年,2.76,73.25,12.0,0.0,61.25
甘肃省,2016,2016年甘肃省政府一般债券（三期）,1605150,2016-04-15,一般债券,general,7年,3.02,90.0,90.0,0.0,0.0
甘肃省,2016,2016年甘肃省政府一般债券（二期）,1605149,2016-04-15,一般债券,general,5年,2.76,108.34,0.0,0.0,108.34
甘肃省,2016,2016年甘肃省政府一般债券（一期）,1605148,2016-04-15,一般债券,general,3年,2.61,44.0,44.0,0.0,0.0
湖北省,2016,2016年湖北省政府专项债券（一期）,1605101,2016-04-15,专项债券,special,5年,2.82,125.0,0.0,0.0,125.0
湖北省,2016,2016年湖北省政府一般债券（八期）,1605100,2016-04-15,一般债券,general,10年,3.21,15.0,0.0,0.0,15.0
湖北省,2016,2016年湖北省政府一般债券（七期）,1605099,2016-04-15,一般债券,general,7年,3.1,45.0,0.0,0.0,45.0
湖北省,2016,2016年湖北省政府一般债券（六期）,1605098,2016-04-15,一般债券,general,5年,2.78,45.0,0.0,0.0,45.0
湖北省,2016,2016年湖北省政府一般债券（五期）,1605097,2016-04-15,一般债券,general,3年,2.61,45.0,0.0,0.0,45.0
河南省,2016,2016年河南省政府一般债券（四期）,1605139,2016-04-14,一般债券,general,10年,3.16,100.0,0.0,0.0,100.0
河北省,2016,2016年河北省政府专项债券（二期）,1605145,2016-04-14,专项债券,special,5年,2.68,91.0,91.0,0.0,0.0
河南省,2016,2016年河南省政府一般债券（二期）,1605137,2016-04-14,一般债券,general,5年,2.73,150.0,0.0,0.0,150.0
河南省,2016,2016年河南省政府一般债券（一期）,1605136,2016-04-14,一般债券,general,3年,2.59,100.0,0.0,0.0,100.0
河北省,2016,2016年河北省政府专项债券（三期）,1605146,2016-04-14,专项债券,special,7年,3.06,91.0,91.0,0.0,0.0
河南省,2016,2016年河南省政府一般债券（三期）,1605138,2016-04-14,一般债券,general,7年,3.06,150.0,0.0,0.0,150.0
河北省,2016,2016年河北省政府专项债券（一期）,1605144,2016-04-14,专项债券,special,3年,2.54,61.0,61.0,0.0,0.0
河北省,2016,2016年河北省政府一般债券（二期）,1605141,2016-04-14,一般债券,general,5年,2.68,119.0,69.71,0.0,49.29
河北省,2016,2016年河北省政府一般债券（一期）,1605140,2016-04-14,一般债券,general,3年,2.54,80.0,47.14,0.0,32.86
河北省,2016,2016年河北省政府专项债券（四期）,1605147,2016-04-14,专项债券,special,10年,3.14,60.0,60.0,0.0,0.0
河北省,2016,2016年河北省政府一般债券（三期）,1605142,2016-04-14,一般债券,general,7年,3.0,119.0,69.71,0.0,49.29
河北省,2016,2016年河北省政府一般债券（四期）,1605143,2016-04-14,一般债券,general,10年,3.1,79.0,46.14,0.0,32.86
河南省,2016,2016年河南省政府定向置换一般债券（一期）,1606089,2016-04-13,一般债券,general,3年,2.73,14.6,0.0,0.0,14.6
河南省,2016,2016年河南省政府定向置换一般债券（二期）,1606090,2016-04-13,一般债券,general,5年,2.88,21.9,0.0,0.0,21.9
河南省,2016,2016年河南省政府定向置换一般债券（三期）,1606091,2016-04-13,一般债券,general,7年,3.23,21.9,0.0,0.0,21.9
河南省,2016,2016年河南省政府定向置换一般债券（四期）,1606092,2016-04-13,一般债券,general,10年,3.34,14.6,0.0,0.0,14.6
河南省,2016,2016年河南省政府定向置换专项债券（一期）,1606093,2016-04-13,专项债券,special,5年,2.88,30.84,0.0,0.0,30.84
河南省,2016,2016年河南省政府定向置换专项债券（二期）,1606094,2016-04-13,专项债券,special,7年,3.23,30.84,0.0,0.0,30.84
黑龙江省,2016,2016年黑龙江省政府定向承销专项债券（一期）,1606073,2016-04-11,专项债券,special,5年,2.86,36.0,0.0,0.0,36.0
湖南省,2016,2016年湖南省政府一般债券（二期）,1605131,2016-04-11,一般债券,general,10年,3.06,310.0,0.0,0.0,310.0
黑龙江省,2016,2016年黑龙江省政府定向承销专项债券（二期）,1606074,2016-04-11,专项债券,special,7年,3.21,32.35,0.0,0.0,32.35
湖南省,2016,2016年湖南省政府一般债券（一期）,1605130,2016-04-11,一般债券,general,7年,2.97,101.0,0.0,0.0,101.0
黑龙江省,2016,2016年黑龙江省政府定向承销一般债券（四期）,1606072,2016-04-11,一般债券,general,10年,3.31,12.23,0.0,0.0,12.23
黑龙江省,2016,2016年黑龙江省政府定向承销一般债券（二期）,1606070,2016-04-11,一般债券,general,5年,2.86,14.67,0.0,0.0,14.67
黑龙江省,2016,2016年黑龙江省政府定向承销一般债券（一期）,1606069,2016-04-11,一般债券,general,3年,2.7,12.64,0.0,0.0,12.64
黑龙江省,2016,2016年黑龙江省政府定向承销一般债券（三期）,1606071,2016-04-11,一般债券,general,7年,3.21,15.21,0.0,0.0,15.21
黑龙江省,2016,2016年黑龙江省政府一般债券（二期）,1605090,2016-04-08,一般债券,general,5年,2.77,138.6,57.6,0.0,81.0
黑龙江省,2016,2016年黑龙江省政府专项债券（四期）,1605096,2016-04-08,专项债券,special,10年,3.18,26.0,0.0,0.0,26.0
黑龙江省,2016,2016年黑龙江省政府专项债券（三期）,1605095,2016-04-08,专项债券,special,7年,3.09,39.0,0.0,0.0,39.0
黑龙江省,2016,2016年黑龙江省政府专项债券（二期）,1605094,2016-04-08,专项债券,special,5年,2.77,39.0,0.0,0.0,39.0
黑龙江省,2016,2016年黑龙江省政府专项债券（一期）,1605093,2016-04-08,专项债券,special,3年,2.63,26.0,0.0,0.0,26.0
黑龙江省,2016,2016年黑龙江省政府一般债券（四期）,1605092,2016-04-08,一般债券,general,10年,3.18,92.4,38.4,0.0,54.0
黑龙江省,2016,2016年黑龙江省政府一般债券（三期）,1605091,2016-04-08,一般债券,general,7年,3.09,138.6,57.6,0.0,81.0
黑龙江省,2016,2016年黑龙江省政府一般债券（一期）,1605089,2016-04-08,一般债券,general,3年,2.62,92.4,38.4,0.0,54.0
吉林省,2016,2016年吉林省政府定向承销发行的置换专项债券(二期),1606068,2016-04-08,专项债券,special,10年,3.29,108.28,0.0,0.0,108.28
吉林省,2016,2016年吉林省政府定向承销发行的置换专项债券(一期),1606067,2016-04-08,专项债券,special,5年,2.86,108.28,0.0,0.0,108.28
吉林省,2016,2016年吉林省政府定向承销发行的置换一般债券(四期),1606066,2016-04-08,一般债券,general,10年,3.29,78.1,0.0,0.0,78.1
吉林省,2016,2016年吉林省政府定向承销发行的置换一般债券(三期),1606065,2016-04-08,一般债券,general,7年,3.2,78.1,0.0,0.0,78.1
吉林省,2016,2016年吉林省政府定向承销发行的置换一般债券(二期),1606064,2016-04-08,一般债券,general,5年,2.86,78.1,0.0,0.0,78.1
吉林省,2016,2016年吉林省政府定向承销发行的置换一般债券(一期),1606063,2016-04-08,一般债券,general,3年,2.68,26.04,0.0,0.0,26.04
新疆维吾尔自治区,2016,2016年新疆维吾尔自治区政府专项债券（一期）,1605122,2016-04-07,专项债券,special,3年,2.37,14.6,0.0,0.0,14.6
新疆维吾尔自治区,2016,2016年新疆维吾尔自治区政府一般债券（七期）,1605120,2016-04-07,一般债券,general,7年,2.98,70.6,45.0,0.0,25.6
新疆维吾尔自治区,2016,2016年新疆维吾尔自治区政府一般债券（八期）,1605121,2016-04-07,一般债券,general,10年,3.08,47.0,30.0,0.0,17.0
新疆维吾尔自治区,2016,2016年新疆维吾尔自治区政府一般债券（五期）,1605118,2016-04-07,一般债券,general,3年,2.42,47.1,30.0,0.0,17.1
新疆维吾尔自治区,2016,2016年新疆维吾尔自治区政府专项债券（二期）,1605123,2016-04-07,专项债券,special,5年,2.58,21.8,0.0,0.0,21.8
新疆维吾尔自治区,2016,2016年新疆维吾尔自治区政府专项债券（三期）,1605124,2016-04-07,专项债券,special,7年,2.93,21.8,0.0,0.0,21.8
新疆维吾尔自治区,2016,2016年新疆维吾尔自治区政府专项债券（四期）,1605125,2016-04-07,专项债券,special,10年,3.05,14.5,0.0,0.0,14.5
新疆维吾尔自治区,2016,2016年新疆维吾尔自治区政府一般债券（六期）,1605119,2016-04-07,一般债券,general,5年,2.62,70.6,45.0,0.0,25.6
贵州省,2016,2016年贵州省政府一般债券（三期）,1605112,2016-04-07,一般债券,general,7年,3.05,150.0,0.0,0.0,150.0
贵州省,2016,2016年贵州省政府专项债券（四期）,1605117,2016-04-07,专项债券,special,10年,3.15,60.0,0.0,0.0,60.0
贵州省,2016,2016年贵州省政府一般债券（四期）,1605113,2016-04-07,一般债券,general,10年,3.14,100.0,0.0,0.0,100.0
贵州省,2016,2016年贵州省政府专项债券（三期）,1605116,2016-04-07,专项债券,special,7年,3.03,90.0,0.0,0.0,90.0
贵州省,2016,2016年贵州省政府一般债券（二期）,1605111,2016-04-07,一般债券,general,5年,2.69,150.0,0.0,0.0,150.0
贵州省,2016,2016年贵州省政府一般债券（一期）,1605110,2016-04-07,一般债券,general,3年,2.52,100.0,0.0,0.0,100.0
贵州省,2016,2016年贵州省政府专项债券（一期）,1605114,2016-04-07,专项债券,special,3年,2.53,60.0,0.0,0.0,60.0
贵州省,2016,2016年贵州省政府专项债券（二期）,1605115,2016-04-07,专项债券,special,5年,2.72,90.0,0.0,0.0,90.0
广西壮族自治区,2016,2016年广西壮族自治区政府一般债券（五期）,1605126,2016-04-06,一般债券,general,3年,2.49,20.0,0.0,0.0,20.0
广西壮族自治区,2016,2016年广西壮族自治区政府一般债券（六期）,1605127,2016-04-06,一般债券,general,5年,2.68,30.0,0.0,0.0,30.0
广西壮族自治区,2016,2016年广西壮族自治区政府一般债券（七期）,1605128,2016-04-06,一般债券,general,7年,2.99,30.0,0.0,0.0,30.0
广西壮族自治区,2016,2016年广西壮族自治区政府一般债券（八期）,1605129,2016-04-06,一般债券,general,10年,3.07,20.0,0.0,0.0,20.0
广西壮族自治区,2016,2016年广西壮族自治区政府定向承销发行的置换一般债券（一期）,1606075,2016-04-06,一般债券,general,3年,2.65,15.48,0.0,0.0,15.48
广西壮族自治区,2016,2016年广西壮族自治区政府定向承销发行的置换一般债券（二期）,1606076,2016-04-06,一般债券,general,5年,2.86,22.5,0.0,0.0,22.5
广西壮族自治区,2016,2016年广西壮族自治区政府定向承销发行的置换一般债券（三期）,1606077,2016-04-06,一般债券,general,7年,3.21,22.5,0.0,0.0,22.5
广西壮族自治区,2016,2016年广西壮族自治区政府定向承销发行的置换一般债券（四期）,1606078,2016-04-06,一般债券,general,10年,3.27,15.0,0.0,0.0,15.0
广西壮族自治区,2016,2016年广西壮族自治区政府定向承销发行的置换专项债券（一期）,1606079,2016-04-06,专项债券,special,5年,2.86,49.3,0.0,0.0,49.3
广西壮族自治区,2016,2016年广西壮族自治区政府定向承销发行的置换专项债券（二期）,1606080,2016-04-06,专项债券,special,7年,3.21,49.3,0.0,0.0,49.3
广东省,2016,2016年广东省政府一般债券（八期）,1605106,2016-04-05,一般债券,general,10年,3.03,86.1,0.0,0.0,86.1
广东省,2016,2016年广东省政府专项债券（六期）,1605109,2016-04-05,专项债券,special,10年,3.03,9.0,0.0,0.0,9.0
广东省,2016,2016年广东省政府专项债券（四期）,1605107,2016-04-05,专项债券,special,5年,2.64,15.0,0.0,0.0,15.0
广东省,2016,2016年广东省政府专项债券（五期）,1605108,2016-04-05,专项债券,special,7年,2.98,6.0,0.0,0.0,6.0
广东省,2016,2016年广东省政府一般债券（七期）,1605105,2016-04-05,一般债券,general,7年,2.98,86.1,0.0,0.0,86.1
广东省,2016,2016年广东省政府一般债券（六期）,1605104,2016-04-05,一般债券,general,5年,2.67,86.1,0.0,0.0,86.1
广东省,2016,2016年广东省政府一般债券（五期）,1605103,2016-04-05,一般债券,general,3年,2.46,28.7,0.0,0.0,28.7
青海省,2016,2016年青海省政府一般债券（一期）,1605063,2016-03-31,一般债券,general,3年,2.46,36.0,23.5,0.0,12.5
青海省,2016,2016年青海省政府一般债券（四期）,1605066,2016-03-31,一般债券,general,10年,3.04,58.5,37.5,0.0,21.0
青海省,2016,2016年青海省政府一般债券（二期）,1605064,2016-03-31,一般债券,general,5年,2.66,52.0,33.0,0.0,19.0
青海省,2016,2016年青海省政府一般债券（三期）,1605065,2016-03-31,一般债券,general,7年,3.0,52.0,33.0,0.0,19.0
安徽省,2016,2016年安徽省政府一般债券（四期）,1605084,2016-03-31,一般债券,general,10年,3.04,62.0,0.0,0.0,62.0
安徽省,2016,2016年安徽省政府一般债券（三期）,1605083,2016-03-31,一般债券,general,7年,3.0,62.0,0.0,0.0,62.0
安徽省,2016,2016年安徽省政府一般债券（二期）,1605082,2016-03-31,一般债券,general,5年,2.71,62.0,0.0,0.0,62.0
安徽省,2016,2016年安徽省政府一般债券（一期）,1605081,2016-03-31,一般债券,general,3年,2.46,23.0,0.0,0.0,23.0
陕西省,2016,2016年陕西省政府定向承销发行专项债券（一期）,1606059,2016-03-29,专项债券,special,3年,2.72,125.77,0.0,0.0,125.77
陕西省,2016,2016年陕西省政府定向承销发行专项债券（二期）,1606060,2016-03-29,专项债券,special,5年,2.97,125.77,0.0,0.0,125.77
陕西省,2016,2016年陕西省政府定向承销发行专项债券（三期）,1606061,2016-03-29,专项债券,special,7年,3.29,125.77,0.0,0.0,125.77
陕西省,2016,2016年陕西省政府定向承销发行专项债券（四期）,1606062,2016-03-29,专项债券,special,10年,3.32,41.92,0.0,0.0,41.92
四川省,2016,2016年四川省政府一般债券（一期）,1605085,2016-03-28,一般债券,general,3年,2.53,138.0,0.0,0.0,138.0
四川省,2016,2016年四川省政府一般债券（四期）,1605088,2016-03-28,一般债券,general,10年,3.08,45.62,0.0,0.0,45.62
四川省,2016,2016年四川省政府一般债券（二期）,1605086,2016-03-28,一般债券,general,5年,2.75,138.0,0.0,0.0,138.0
四川省,2016,2016年四川省政府一般债券（三期）,1605087,2016-03-28,一般债券,general,7年,3.04,138.0,0.0,0.0,138.0
辽宁省,2016,2016年辽宁省政府一般债券（四期）,1605044,2016-03-28,一般债券,general,10年,3.18,78.0,0.0,0.0,78.0
辽宁省,2016,2016年辽宁省政府一般债券（一期）,1605041,2016-03-28,一般债券,general,3年,2.63,227.0,0.0,0.0,227.0
辽宁省,2016,2016年辽宁省政府一般债券（二期）,1605042,2016-03-28,一般债券,general,5年,2.85,227.0,0.0,0.0,227.0
辽宁省,2016,2016年辽宁省政府一般债券（三期）,1605043,2016-03-28,一般债券,general,7年,3.14,227.0,0.0,0.0,227.0
山东省,2016,2016年山东省政府定向承销发行的置换专项债券（四期）,1606058,2016-03-25,专项债券,special,10年,3.25,27.18,0.0,0.0,27.18
广西壮族自治区,2016,2016年广西壮族自治区政府专项债券（二期）,1605076,2016-03-25,专项债券,special,7年,2.93,85.0,0.0,0.0,85.0
广西壮族自治区,2016,2016年广西壮族自治区政府专项债券（一期）,1605075,2016-03-25,专项债券,special,5年,2.61,85.0,0.0,0.0,85.0
广西壮族自治区,2016,2016年广西壮族自治区政府一般债券（四期）,1605074,2016-03-25,一般债券,general,10年,2.99,29.0,0.0,0.0,29.0
广西壮族自治区,2016,2016年广西壮族自治区政府一般债券（三期）,1605073,2016-03-25,一般债券,general,7年,2.96,42.0,0.0,0.0,42.0
广西壮族自治区,2016,2016年广西壮族自治区政府一般债券（二期）,1605072,2016-03-25,一般债券,general,5年,2.65,42.0,0.0,0.0,42.0
广西壮族自治区,2016,2016年广西壮族自治区政府一般债券（一期）,1605071,2016-03-25,一般债券,general,3年,2.39,30.0,0.0,0.0,30.0
山东省,2016,2016年山东省政府定向承销发行的置换专项债券（三期）,1606057,2016-03-25,专项债券,special,7年,3.24,40.77,0.0,0.0,40.77
山东省,2016,2016年山东省政府定向承销发行的置换专项债券（二期）,1606056,2016-03-25,专项债券,special,5年,2.94,40.77,0.0,0.0,40.77
山东省,2016,2016年山东省政府定向承销发行的置换专项债券（一期）,1606055,2016-03-25,专项债券,special,3年,2.69,27.18,0.0,0.0,27.18
山东省,2016,2016年山东省政府定向承销发行的置换一般债券（四期）,1606054,2016-03-25,一般债券,general,10年,3.25,42.18,0.0,0.0,42.18
山东省,2016,2016年山东省政府定向承销发行的置换一般债券（三期）,1606053,2016-03-25,一般债券,general,7年,3.24,63.28,0.0,0.0,63.28
山东省,2016,2016年山东省政府定向承销发行的置换一般债券（二期）,1606052,2016-03-25,一般债券,general,5年,2.94,63.28,0.0,0.0,63.28
山东省,2016,2016年山东省政府定向承销发行的置换一般债券（一期）,1606051,2016-03-25,一般债券,general,3年,2.69,42.18,0.0,0.0,42.18
江西省,2016,2016年江西省政府专项债券（三期）,1605061,2016-03-24,专项债券,special,7年,3.05,26.7,0.0,0.0,26.7
宁夏回族自治区,2016,2016年宁夏回族自治区政府一般债券（四期）,1605080,2016-03-24,一般债券,general,10年,3.05,7.0,0.0,0.0,7.0
宁夏回族自治区,2016,2016年宁夏回族自治区政府一般债券（三期）,1605079,2016-03-24,一般债券,general,7年,3.04,21.0,0.0,0.0,21.0
宁夏回族自治区,2016,2016年宁夏回族自治区政府一般债券（二期）,1605078,2016-03-24,一般债券,general,5年,2.78,21.0,0.0,0.0,21.0
宁夏回族自治区,2016,2016年宁夏回族自治区政府一般债券（一期）,1605077,2016-03-24,一般债券,general,3年,2.55,21.0,0.0,0.0,21.0
江西省,2016,2016年江西省政府专项债券（四期）,1605062,2016-03-24,专项债券,special,10年,3.07,26.7,0.0,0.0,26.7
江西省,2016,2016年江西省政府一般债券（二期）,1605056,2016-03-24,一般债券,general,5年,2.71,87.9,0.0,0.0,87.9
江西省,2016,2016年江西省政府专项债券（二期）,1605060,2016-03-24,专项债券,special,5年,2.71,26.7,0.0,0.0,26.7
